nom du projet;nom du site;nom de la plateforme;outil de mesure;commentaire sonde;date de prélèvement;heure;profondeur réelle observée (m);cond25degres (ms/cm);oxygene mg (mg/l);ph tc (nounit);Température (°c)
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;10.888;5.2;7.46;11.51;12.848
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;10.914;5.2;7.46;11.51;12.848
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;10.939;5.2;7.46;11.5;12.849
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.002;5.2;7.46;11.5;12.849
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.061;5.2;7.46;11.5;12.849
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.119;5.2;7.46;11.5;12.849
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.177;5.3;7.46;11.5;12.85
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.233;5.3;7.46;11.5;12.85
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.294;5.3;7.46;11.49;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.338;5.3;7.45;11.49;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.378;5.3;7.45;11.49;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.418;5.3;7.45;11.48;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.461;5.3;7.45;11.48;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.493;5.3;7.45;11.47;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.522;5.3;7.45;11.46;12.851
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.549;5.3;7.45;11.46;12.85
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.578;5.3;7.45;11.45;12.85
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.6;5.4;7.45;11.44;12.849
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.621;5.4;7.44;11.44;12.848
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.639;5.5;7.44;11.43;12.846
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.659;5.6;7.44;11.43;12.845
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.674;5.6;7.44;11.42;12.842
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.687;5.7;7.44;11.42;12.84
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.7;5.8;7.44;11.41;12.839
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.711;5.8;7.44;11.41;12.838
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.721;5.9;7.44;11.4;12.836
Suivi des lacs sentinelles;Bresses inférieur;Bresses inférieur : centroïde;sonde exo PNM;;19/09/2018;11:22;11.723;6.0;7.43;11.4;12.833
